Date of Offense,Time of Offense,Date Offense Reported,Report Year,Month,CCN,District,Block Location,Type of Hate Bias,Targeted Group ,Top Offense Type
5/15/2019,1724,5/15/2019,2019,5,19083560,3D,2000 B/O Georgia Ave NW,Ethnicity/National Origin,Latino/Hispanic,Simple Assault
5/22/2019,1806,5/22/2019,2019,5,19088375,4D,5500 B/O 4th St NW,Race,Black,Simple Assault
5/23/2019,2126,5/24/2019,2019,5,19089241,6D,3700 B/O Hayes St NE,Race,White,Threats
5/24/2019,0016,5/24/2019,2019,5,19089262,2D,1000 B/O 31st St NW,Religion,Muslim,Threats
5/24/2019,0258,5/24/2019,2019,5,19089305,5D,1800 B/O Kendall St NE,Gender Identity/Expression,,ADW
5/24/2019,1335,5/24/2019,2019,5,19089566,2D,2300 B/O K St NW,Race,Black,Damage/Defacing/Destruction of Property
5/28/2019,1600,5/28/2019,2019,5,19092284,3D,200 B/O Q St NW,Sexual Orientation,,Threats
5/29/2019,0127,5/29/2019,2019,5,19092587,2D,4500 B/O Wisconsin Ave NW,Race,Black,Threats
5/24/2019,2000,5/30/2019,2019,5,19093832,3D,1200 B/O 12th St NW,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property
5/26/2019,0300,5/31/2019,2019,5,19093914,3D,1900 B/O 9th ST NW,Ethnicity/National Origin,Black/African,Misdemeanor Sex Abuse
5/31/2019,0852,5/31/2019,2019,5,19094134,1D,600 B/O Maryland Ave  NE,Sexual Orientation,,Damage/Defacing/Destruction of Property
6/2/2019,0252,6/2/2019,2019,6,19095442,2D,1200 B/O 18th ST NW,Gender Identity/Expression,,Robbery
6/5/2019,1656,6/5/2019,2019,6,19097772,6D,2800 B/O Alabama Ave SE,Race,White,Threats
6/8/2019,0044,6/8/2019,2019,6,19099448,3D,1400 B/O U St NW,Sexual Orientation,,Simple Assault
6/8/2019,1918,6/8/2019,2019,6,19099942,2D,1400 B/O L St NW,Sexual Orientation,,Simple Assault
6/15/2019,1108,6/15/2019,2019,6,19104237,4D,3400 B/O 14th St NW,Sexual Orientation,,Threats
6/16/2019,0105,6/16/2019,2019,6,19104718,2D,2500 B/O K St NW,Sexual Orientation,,Threats
6/16/2019,0144,6/16/2019,2019,6,19104723,3D,1000 U St NW,Sexual Orientation,,
6/16/2019,1001,6/16/2019,2019,6,19104883,3D,1300 B/O Park Rd NW,Race,Black,Simple Assault
6/18/2019,2130,6/18/2019,2019,6,19106524,5D,200 B/O 4th St NE,Gender Identity/Expression,,Simple Assault
6/19/2019,0723,6/19/2019,2019,6,19106665,3D,1300 B/O Clifton St NW,Ethnicity/National Origin,Latino/Hispanic,Simple Assault
6/19/2019,1146,6/19/2019,2019,6,19106766,3D,500 B/O Rhode Island Ave NW,Ethnicity/National Origin,Latino/Hispanic,Threats
6/20/2019,0902,6/20/2019,2019,6,19107406,5D,1700 B/O Montello Ave NE,Sexual Orientation,,Simple Assault
6/14/2019,0500,6/21/2019,2019,6,19108182,2D,4000 B/O Chesapeake St NW,Ethnicity/National Origin,Jewish,Displaying Symbols
6/24/2019,1420,6/24/2019,2019,6,19110155,2D,1100 B/O 19th ST NW,Sexual Orientation,,ADW
6/26/2019,1135,6/26/2019,2019,6,19111376,1D,200 B/O Tingey St SE,Ethnicity/National Origin,Latino/Hispanic,Threats
6/28/2019,1343,6/28/2019,2019,6,19112787,2D ,1200 B/O I St NW,Sexual Orientation,,Threats
6/29/2019,1459,6/29/2019,2019,6,19113566,1D,500 B/O 3rd St SE,Sex/Gender,Female,Threats
6/29/2019,2054,6/29/2019,2019,6,19113775,1D,Unit B/O M St NW,Sexual Orientation,,ADW
6/29/2019,2229,6/30/2019,2019,6,19113821,1D,1300 B/O South Capitol St SW,Race,Black,Simple Assault
7/2/2019,1000,7/3/2019,2019,7,19115955,1D,1600 B/O Independence Ave SE,Sexual Orientation,,Damage/Defacing/Destruction of Property
7/3/2019,1947,7/3/2019,2019,7,19116312,4D,3100 B/O Georgia Ave NW,Ethnicity/National Origin,Latino/Hispanic,Simple Assault
7/4/2019,1028,7/4/2019,2019,7,19116636,7D,4200 B/O 4th ST SE,Sexual Orientation,,Threats
7/6/2019,0530,7/6/2019,2019,7,19117988,6D,5100 B/O A St SE,Gender Identity/Expression,,Threats
7/6/2019,1600,7/6/2019,2019,7,19118211,2D,300 B/O 15th St NW,Political Affiliation ,,Robbery
7/7/2019,2141,7/8/2019,2019,7,19118932,3D,1400 B/O Irving St NW,Race,White,Simple Assault
7/12/2019,1638,7/12/2019,2019,7,19122014,3D,Unit B/O Logan Cir NW,Race,Black,Damage/Defacing/Destruction of Property
7/13/2019,1755,7/13/2019,2019,7,19122794,1D,900 B/O 17th St NW,Ethnicity/National Origin,Latino/Hispanic,ADW
7/14/2019,2033,7/14/2019,2019,7,19123410,2D,3000 B/O K St NW,Ethnicity/National Origin,Jewish,Displaying Symbols
7/16/2019,2025,7/16/2019,2019,7,19124744,3D,1000 B/O O St NW,Ethnicity/National Origin,Latino/Hispanic,Simple Assault
7/21/2019,1129,7/21/2019,2019,7,19127683,2D,500 B/O 15th St NW,Ethnicity/National Origin,Arab/Middle Eastern,Simple Assault
7/30/2019,1306,7/30/2019,2019,7,19133744,1D,700 B/O I St NW,Race,Black,Damage/Defacing/Destruction of Property
8/2/2019,0320,8/2/2019,2019,8,19135590,6D,3800 B/O Minnesota Ave NE,Gender Identity/Expression,,Robbery
8/4/2019,0625,8/4/2019,2019,8,19136923,2D,900 B/O E St NW,Ethnicity/National Origin,Black/African,Damage/Defacing/Destruction of Property
8/9/2019,1333,8/9/2019,2019,8,19140327,2D,3800 B/O Veazey St NW,Ethnicity/National Origin,Latino/Hispanic,Simple Assault
8/13/2019,2310,8/13/2019,2019,8,19143233,1D,Unit B/O M St SE,Race,Black  ,Simple Assault
8/20/2019,2045,8/21/2019,2019,8,19147863,3D,1200 B/O 1st St NW,Religion,Muslim,Simple Assault
8/21/2019,2216,8/22/2019,2019,8,19148518,5D,1100 B/O 16th St NE,Sexual Orientation,,Threats
8/23/2019,2056,8/23/2019,2019,8,19149693,3D,1600 B/O 1st St NW,Religion,Muslim,Threats
8/24/2019,1105,8/24/2019,2019,8,19149999,2D,900 B/O E St NW,Sexual Orientation,,Simple Assault
8/24/2019,2143,8/24/2019,2019,8,19150338,4D,7400 B/O Georgia Ave NW,Gender Identity/Expression,,Simple Assault
8/24/2019,2220,8/24/2019,2019,8,19150379,5D,1100 B/O 1st St NE,Race,White,Simple Assault
8/25/2019,0423,8/25/2019,2019,8,19150564,6D,5000 B/O D St SE,Sexual Orientation,,Simple Assault
8/25/2019,0705,8/25/2019,2019,8,19150595,3D,1700 B/O Columbia Rd NW,Sexual Orientation,,Simple Assault
8/25/2019,2030,8/25/2019,2019,8,19150975,4D,300 B/O Jefferson St NW,Race,Black,Threats
8/26/2019,1632,8/26/2019,2019,8,19151439,5D,1800 B/O Benning Rd NE,Gender Identity/Expression,,Simple Assault
8/27/2019,1621,8/27/2019,2019,8,19152034,1D,1100 B/O 4th ST SW,Sexual Orientation,,ADW
8/28/2019,2113,8/28/2019,2019,8,19152825,6D,700 B/O Anacostia Ave NE,Ethnicity/National Origin,Latino/Hispanic,Threats
8/29/2019,0716,8/29/2019,2019,8,19153027,2D,1200 B/O H St NW,Race,Black,Threats
8/29/2019,1514,8/29/2019,2019,8,19153216,7D,2600 B/O Martin Luther King Jr Ave SE,Gender Identity/Expression,,Damage/Defacing/Destruction of Property
8/29/2019,1518,8/29/2019,2019,8,19153278,5D,1300 B/O New York Ave NE,Sexual Orientation,,Threats
8/29/2019,1200,8/29/2019,2019,8,19153407,2D,1400 B/O 17th St NW,Race,Black,Damage/Defacing/Destruction of Property
9/1/2019,2200,9/2/2019,2019,9,19155474,4D,5500 B/O 16th ST NW,Race,White,Threats
9/5/2019,1330,9/5/2019,2019,9,19157849,7D,3100 B/O Martin Luther King Jr Ave SE,Gender Identity/Expression,,Threats
9/11/2019,1857,9/11/2019,2019,9,19161936,3D,3300 B/O 14th St NW,Ethnicity/National Origin,Black/African,Threats
9/14/2019,2229,9/14/2019,2019,9,19164203,2D,1500 B/O Q St NW,Race,Black ,Simple Assault
9/15/2019,0011,9/15/2019,2019,9,19164277,2D,3600 B/O O St NW,Race,Black,Simple Assault
9/15/2019,1342,9/15/2019,2019,9,19164582,7D,2300 B/O Hartford St SE,Race,White,Threats
9/15/2019,2109,9/15/2019,2019,9,19164778,5D,3000 B/O Bladensburg Rd NE,Sexual Orientation,,Threats
9/17/2019,0920,9/17/2019,2019,9,19165737,4D,7700 B/O Eastern Ave NE,Gender Identity/Expression,,Robbery
9/16/2019,1100,9/17/2019,2019,9,19165751,4D,7600 B/O Georgia Ave NW,Gender Identity/Expression,,Simple Assault
9/10/2019,1500,9/18/2019,2019,9,19166404,4D,7600 B/O Georgia Ave NW,Gender Identity/Expression,,Simple Assault
9/19/2019,1643,9/19/2019,2019,9,19167294,4D,3500 B/O 14th St NW,Sexual Orientation,,Threats
9/21/2019,1445,9/21/2019,2019,9,19168553,5D,900 B/O Rhode Island Ave NE,Race,White,Threats
9/21/2019,2321,9/22/2019,2019,9,19168883,2D,2700 B/O Pennsylvania Ave NW,Ethnicity/National Origin,Unknown,ADW
9/22/2019,0725,9/22/2019,2019,9,19169006,2D,1400 B/O New York Ave NW,Race,Black,Simple Assault
9/20/2019,2330,9/22/2019,2019,9,19169342,5D,100 B/O K St NE,Gender Identity/Expression,,ADW
9/23/2019,1611,9/23/2019,2019,9,19169883,7D,3500 B/O Wheeler Rd SE,Gender Identity/Expression,,Simple Assault
9/24/2019,2200,9/24/2019,2019,9,19170714,7D,400 B/O Valley Ave SE,Gender Identity/Expression,,Threats
9/25/2019,1557,9/25/2019,2019,9,19171149,3D,1200 B/O U St NW,Gender Identity/Expression,,Simple Assault
9/26/2019,1900,9/26/2019,2019,9,19172033,5D,600 B/O Rhode Island Ave NE,Sexual Orientation,,Damage/Defacing/Destruction of Property
9/28/2019,0142,9/28/2019,2019,9,19172842,1D,700 B/O 7th St NW,Sexual Orientation,,ADW
9/28/2019,0330,9/28/2019,2019,9,19172942,3D,2300 B/O Georgia Ave NW,Sexual Orientation,,ADW
9/28/2019,1425,9/28/2019,2019,9,19173124,2D,2400 B/O Virginia Ave NW,Ethnicity/National Origin,Unknown,Damage/Defacing/Destruction of Property
9/29/2019,0053,9/29/2019,2019,9,19173442,1D,700 B/O 7th St NW,Sexual Orientation,,Simple Assault
9/29/2019,0308,9/29/2019,2019,9,19173504,3D,700 B/O Florida Ave NW,Sexual Orientation,,Simple Assault
10/1/2019,1320,10/1/2019,2019,10,19175001,6D,4000 B/O Minnesota Ave NE,Sexual Orientation,,Simple Assault
10/7/2019,1945,10/7/2019,2019,10,19179377,1D,Unit B/O Massachusetts Ave NE,Race,Black,Simple Assault
10/8/2019,2011,10/8/2019,2019,10,19180021,2D,2200 B/O Wisconsin Ave NW,Race,Black,Threats
10/9/2019,0700,10/9/2019,2019,10,19180531,2D,4500 B/O 40th St NW,Ethnicity/National Origin,Israeli,Damage/Defacing/Destruction of Property
10/11/2019,0215,10/11/2019,2019,10,19181534,3D,1700 B/O 17th St NW,Sexual Orientation,,Robbery
10/11/2019,2032,10/11/2019,2019,10,19182042,1D,200 B/O I St SW,Sexual Orientation,,Simple Assault
10/12/2019,0356,10/12/2019,2019,10,19182327,1D,400 B/O 8th St SE,Race,Black,Simple Assault
10/14/2019,1608,10/14/2019,2019,10,19183920,6D,2400 B/O Minnesota Ave NE,Race,White,Simple Assault
10/10/2019,2150,10/15/2019,2019,10,19184577,2D,1700 B/O Massachusetts Ave NW,Ethnicity/National Origin,Asian,Simple Assault
10/17/2019,1345,10/17/2019,2019,10,19185744,6D,300 B/O 49th St NE,Race,White,Simple Assault
10/16/2019,1500,10/17/2019,2019,10,19185859,4D,7700 B/O Georgia Ave NW,Gender Identity/Expression,,Threats
10/10/2019,1924,10/18/2019,2019,10,19186207,2D,3900 B/O Macomb St NW,Ethnicity/National Origin,Israeli,Damage/Defacing/Destruction of Property
10/19/2019,0318,10/19/2019,2019,10,19186919,3D,1100 B/O 11th St NW,Race,Black,Threats
10/20/2019,0420,10/20/2019,2019,10,19187611,3D,1900 B/O Vermont Ave NW,Sexual Orientation,,Simple Assault
10/20/2019,1300,10/20/2019,2019,10,19187774,2D,5200 B/O Loughboro Rd NW,Gender Identity/Expression,,Simple Assault
10/20/2019,2040,10/20/2019,2019,10,19187988,4D,5600 B/O Colorado Ave NW,Sexual Orientation,,ADW
10/21/2019,1415,10/22/2019,2019,10,19188301,1D,400 B/O New Jersey Ave SE,Religion,Muslim,Threats
10/24/2019,0150,10/24/2019,2019,10,19190108,1D,400 B/O Massachusetts Ave NW,Ethnicity/National Origin,Jewish,Displaying Symbols
10/24/2019,0149,10/24/2019,2019,10,19190147,2D,1000 B/O H St NW,Ethnicity/National Origin,Jewish,Displaying Symbols
10/24/2019,0800,10/24/2019,2019,10,19190226,7D,2400 B/O 15th Pl SE,Sexual Orientation,,ADW
10/24/2019,1544,10/24/2019,2019,10,19190478,4D,4200 B/O New Hampshire Ave NW,Ethnicity/National Origin,Latino/Hispanic,Simple Assault
10/29/2019,1635,10/29/2019,2019,10,19193822,6D,4000 B/O Minnesota Ave NE,Sexual Orientation,,Stalking
10/31/2019,1228,10/31/2019,2019,10,19195093,2D,1100 B/O Connecticut Ave NW,Ethnicity/National Origin,Russian,Threats
11/7/2019,1604,11/7/2019,2019,11,19199806,5D,1900 B/O Maryland Ave NE,Ethnicity/National Origin,Latino/Hispanic,Robbery
11/8/2019,2250,11/9/2019,2019,11,19200686,2D,600 B/O 15th St NW,Sexual Orientation,,ADW
11/16/2019,2009,11/16/2019,2019,11,19205538,3D,1900 B/O 15th St NW,Sexual Orientation,,Damage/Defacing/Destruction of Property
11/18/2019,1400,11/20/2019,2019,11,19207888,2D,3900 B/O Chesapeake St NW,Ethnicity/National Origin,Jewish,Displaying Symbols
11/20/2019,2330,11/21/2019,2019,11,19208766,4D,5600 B/O Georgia Ave NW,Ethnicity/National Origin,Black/African,Simple Assault
11/23/2019,0333,11/23/2019,2019,11,19209634,3D,2200 B/O 18th St NW,Ethnicity/National Origin,Middle Eastern,Robbery
11/30/2019,1401,11/30/2019,2019,11,19213798,4D,4700 B/O Kansas Ave NW,Ethnicity/National Origin,Latino/Hispanic,Robbery
11/29/2019,1530,12/2/2019,2019,12,19214909,1D,600 B/O I St NW,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property
12/7/2019,1528,12/7/2019,2019,12,19218239,4D,4200 B/O 2nd St NW,Ethnicity/National Origin,Latino/Hispanic,ADW
12/12/2019,1710,12/17/2019,2019,12,19224531,4D,800 B/O Upshur St NW,Sexual Orientation,,Stalking
12/13/2019,0130,12/18/2019,2019,12,19225284,2D,2200 B/O P St NW,Race,White,Simple Assault
12/19/2019,2213,12/19/2019,2019,12,19225978,3D,1400 B/O U St NW,Ethnicity/National Origin,Black/African,ADW
12/29/2019,1812,12/29/2019,2019,12,19231444,5D,1300 B/O 2nd St NE,Ethnicity/National Origin,Asian,Threats
12/31/2019,1729,12/31/2019,2019,12,19232582,3D,1200 B/O 9th St NW,Sexual Orientation,,Damage/Defacing/Destruction of Property
1/2/2020,1145,1/2/2020,2020,1,20001016,2D,3900 B/O Chesapeake St NW,Ethnicity/National Origin,Jewish,Displaying Symbols
1/3/2020,1418,1/3/2020,2020,1,20001659,2D,3900 B/O Chesapeake St NW,Race,Black,Damage/Defacing/Destruction of Property
1/3/2020,2320,1/4/2020,2020,1,20001974,4D,800 B/O Upshur St NW,Sexual Orientation,,Stalking
1/6/2020,1050,1/6/2020,2020,1,20003221,4D,1200 B/O Taylor St NW,Sexual Orientation,,Simple Assault
1/11/2020,1800,1/11/2020,2020,1,20006677,2D,800 B/O 17th St NW,Race,Black,Simple Assault
1/12/2020,0144,1/12/2020,2020,1,20006772,2D,1400 B/O 14th St NW,Sexual Orientation,,Simple Assault
1/16/2020,2101,1/16/2020,2020,1,20009814,2D,1300 B/O F St NW,Race,White,Simple Assault
1/24/2020,1703,1/24/2020,2020,1,20014562,4D,1400 B/O Tewkesbury Pl NW,Ethnicity/National Origin,Latino/Hispanic,ADW
1/25/2020,1413,1/25/2020,2020,1,20015126,2D,4600 B/O Wisconsin Ave NW,Race,Black,Simple Assault
1/28/2020,2341,1/29/2020,2020,1,20017231,4D,800 B/O Upshur St NW,Sexual Orientation,,Stalking
1/30/2020,1534,1/30/2020,2020,1,20018329,7D,2000 B/O Tremont St SE,Gender Identity/Expression,,Simple Assault
1/31/2020,1847,1/31/2020,2020,1,20019058,4D,800 B/O Upshur St NW,Sexual Orientation,,Stalking
2/1/2020,0115,2/2/2020,2020,2,20019792,5D,200 B/O L St NE,Gender Identity/Expression,,Simple Assault
2/6/2020,1251,2/6/2020,2020,2,20022506,3D,1400 B/O Girard St NW,Religion,Christian,Damage/Defacing/Destruction of Property
2/6/2020,1320,2/6/2020,2020,2,20022524,6D,4900 B/O Benning Rd SE,Sexual Orientation,,Threats
2/9/2020,1500,2/9/2020,2020,2,20024382,2D,1400 B/O K St NW,Race,Black,Threats
2/9/2020,1720,2/9/2020,2020,2,20024492,4D,3700 B/O Georgia Ave NW,Gender Identity/Expression,,Threats
2/18/2020,2140,2/18/2020,2020,2,20030020,5D,300 B/O Evarts St NE,Race,Black,Damage/Defacing/Destruction of Property
2/21/2020,1048,2/21/2020,2020,2,20031554,6D,4200 B/O Blaine St NE,Sexual Orientation,,ADW
2/23/2020,0305,2/23/2020,2020,2,20032681,2D,Unit B/O Washington Cir NW,Race,Black,Simple Assault
2/25/2020,0432,2/25/2020,2020,2,20033886,5D,1500 B/O Benning Rd NE,Sexual Orientation,,ADW
2/29/2020,0600,2/29/2020,2020,2,20036475,2D,3400 B/O Connecticut Ave NW,Ethnicity/National Origin,Latino/Hispanic,Simple Assault
3/4/2020,0640,3/4/2020,2020,3,20038777,3D,500 B/O N St NW,Ethnicity/National Origin,Latino/Hispanic,Simple Assault
3/14/2020,1540,3/14/2020,2020,3,20045437,2D,500 B/O 11th St NW,Ethnicity/National Origin,Latino/Hispanic,Threats
3/15/2020,0106,3/15/2020,2020,3,20045736,3D,1500 B/O 7th St NW,Gender Identity/Expression,,Threats
3/18/2020,1942,3/18/2020,2020,3,20047834,5D,1900 B/O Michigan Ave NE,Gender Identity/Expression,,ADW
3/19/2020,2039,3/19/2020,2020,3,20048276,4D,5900 B/O Georgia Ave NW,Gender Identity/Expression,,Simple Assault
3/21/2020,1243,3/21/2020,2020,3,20049063,5D,2300 B/O Washington Pl NE,Race,Black,Simple Assault
3/24/2020,1449,3/24/2020,2020,3,20050317,2D,1400 B/O N St NW,Ethnicity/National Origin,Latino/Hispanic,ADW
3/24/2020,1720,3/24/2020,2020,3,20050449,3D,1800 B/O Monroe St NW,Sexual Orientation,,Simple Assault
3/26/2020,0000,3/26/2020,2020,3,20051275,2D,2100 B/O P St NW,Ethnicity/National Origin,African,Damage/Defacing/Destruction of Property
3/31/2020,1100,4/1/2020,2020,4,20053460,3D,1300 B/O Clifton St NW,Sexual Orientation,,Threats to do Bodily Harm
4/4/2020,1000,4/6/2020,2020,4,20055722,2D,4800 B/O Glenbrook Rd NW,Ethnicity/National Origin,Jewish,Displaying Symbols
4/15/2020,2000,4/15/2020,2020,4,20059517,1D,800 B/O 5th St NW,Gender Identity/Expression,,Simple Assault
4/26/2020,1326,4/26/2020,2020,4,20063801,4D,6500 B/O Georgia Ave NW,Gender Identity/Expression,,Simple Assault
4/27/2020,0823,4/27/2020,2020,4,20064093,6D,5100 B/O A St SE,Gender Identity/Expression,,Threats to do Bodily Harm
5/3/2020,2130,5/4/2020,2020,5,20067328,2D,3400 B/O Dent Pl NW,Race,Black,Damage/Defacing/Destruction of Property
5/9/2020,1345,5/9/2020,2020,5,20069743,7D,2200 B/O Savannah St SE,Sexual Orientation,,ADW
5/12/2020,0410,5/12/2020,2020,5,20070828,3D,600 B/O Florida Ave NW,Sexual Orientation,,Simple Assault
5/14/2020,1900,5/14/2020,2020,5,20072147,2D,3200 B/O Connecticut Ave NW,Sexual Orientation,,Violation of CPO
5/15/2020,1535,5/15/2020,2020,5,20072508,3D,1900 B/O 2nd ST NW,Ethnicity/National Origin,Chinese,Threats
5/30/2020,2046,5/30/2020,2020,5,20080038,3D,1400 B/O U St NW,Sexual Orientation,,Simple Assault
6/9/2020,1200,6/10/2020,2020,6,20086027,2D,3800 B/O Van Ness St NW,Sexual Orientation,,Damage/Defacing/Destruction of Property
6/11/2020,1237,6/11/2020,2020,6,20086508,5D,1100 B/O 1st St NE,Race,Black,Damage/Defacing/Destruction of Property
6/13/2020,1923,6/13/2020,2020,6,20087683,3D,1600 B/O 11th St NW,Race,Black,Simple Assault
6/20/2020,2300,6/20/2020,2020,6,20090833,4D,5800 B/O Colorado Ave NW,Gender Identity/Expression,,Threats
6/21/2020,0215,6/21/2020,2020,6,20090914,7D,100 B/O Atlantic St SE,Gender Identity/Expression,,Simple Assault
6/24/2020,1445,6/24/2020,2020,6,20092431,1D,700 B/O 7th St NW,Gender Identity/Expression,,Simple Assault
6/26/2020,1719,6/26/2020,2020,6,20093439,2D,2800 B/O M St NW,Ethnicity/National Origin,Jewish,Displaying Symbols
6/29/2020,0120,6/29/2020,2020,6,20094517,2D,Key Bridge,Ethnicity/National Origin,Mexican,Simple Assault
6/29/2020,1317,6/29/2020,2020,6,20094673,2D,3200 B/O R St NW,Race,Black,Threats
6/29/2020,2100,6/30/2020,2020,6,20095170,4D,1300 B/O Tewkesbury Pl NW,Ethnicity/National Origin,Latino/Hispanic,ADW
7/4/2020,0508,7/4/2020,2020,7,20096720,1D,900 B/O 6th St NE,Gender Identity/Expression,,Simple Assault
7/6/2020,1845,7/6/2020,2020,7,20097915,2D,900 B/O 16th ST NW,Political Affiliation ,,Robbery
7/7/2020,1330,7/9/2020,2020,7,20098960,6D,2300 B/O Good Hope Rd SE,Sexual Orientation,,Threats
7/8/2020,0830,7/12/2020,2020,7,20100365,2D,5400 B/O Connecticut Ave NW,Gender Identity/Expression,,Threats
7/14/2020,0930,7/14/2020,2020,7,20101213,1D,1300 B/O Pennsylvania Ave NW,Race,White,Threats
7/14/2020,2022,7/15/2020,2020,7,20101545,6D,6000 B/O Clay St NE,Sexual Orientation,,Threats
7/18/2020,0908,7/18/2020,2020,7,20103116,1D,1000 B/O H St NE,Race,White,Simple Assault
7/23/2020,1951,7/23/2020,2020,7,20105592,4D,1400 B/O Sheridan St NW,Ethnicity/National Origin,Latino/Hispanic,Threats
7/26/2020,0001,7/28/2020,2020,7,20107661,1D,400 B/O North Capitol St NW,Race,Black,Threats
7/20/2020,1400,7/30/2020,2020,7,20108581,1D,900 B/O 6th St SW,Race,Black,Simple Assault
7/31/2020,1914,7/31/2020,2020,7,20109364,1D,200 B/O L St SW,Ethnicity/National Origin,Middle Eastern,Simple Assault
7/28/2020,2030,8/2/2020,2020,8,20109907,2D,1300 B/O New Hampshire Ave NW,Race,White,Threats
8/2/2020,1018,8/2/2020,2020,8,20110164,3D,Unit B/O O St NW,Sexual Orientation,,Threats
8/2/2020,1500,8/2/2020,2020,8,20110250,2D,Unit B/O Dupont Cir NW,Sexual Orientation,,Simple Assault
8/5/2020,2028,8/5/2020,2020,8,20111972,3D,1800 B/O Belmont Rd NW,Sexual Orientation,,Simple Assault
8/10/2020,1430,8/10/2020,2020,8,20114260,2D,6100 B/O 16th St NW,Ethnicity/National Origin,Latino/Hispanic,Threats
8/11/2020,0711,8/11/2020,2020,8,20114564,5D,800 B/O Bladensburg Rd NE,Sexual Orientation,,Threats
8/10/2020,1252,8/11/2020,2020,8,20114944,3D,1000 B/O U St NW,Race,Black,Threats
8/18/2020,2129,8/19/2020,2020,8,20118216,3D,2300 B/O Champlain St NW,Sexual Orientation,,Threats
8/19/2020,0941,8/19/2020,2020,8,20118372,6D,4700 B/O C St SE,Ethnicity/National Origin,Latino/Hispanic,Simple Assault
8/23/2020,1601,8/23/2020,2020,8,20120522,3D,1300 B/O P St NW,Sexual Orientation,,Threats
8/24/2020,0101,8/24/2020,2020,8,20120734,4D,6500 B/O Georgia Ave NW,Gender Identity/Expression,,Simple Assault
8/25/2020,1057,8/25/2020,2020,8,20121347,6D,4000 B/O Minnesota Ave NE,Gender Identity/Expression,,Threats
8/25/2020,1145,8/25/2020,2020,8,20121378,4D,7500 B/O Georgia Ave NW,Gender Identity/Expression,,Threats
8/26/2020,1242,8/26/2020,2020,8,20121968,2D,1800 B/O R St NW,Ethnicity/National Origin,Jewish,Threats
8/31/2020,2224,8/31/2020,2020,8,20124652,2D,1100 B/O 15th St NW,Sexual Orientation,,ADW
9/1/2020,2041,9/1/2020,2020,9,20125104,7D,400 B/O Condon Ter SE,Sexual Orientation,,Threats
9/4/2020,0924,9/4/2020,2020,9,20126270,4D,900 B/O Randolph St NW,Race,Black,Threats
9/6/2020,1216,9/6/2020,2020,9,20127423,5D,1800 B/O West Virginia Ave NE,Gender Identity/Expression,,Simple Assault
9/6/2020,1554,9/6/2020,2020,9,20127520,4D,800 B/O Geranium St NW,Race,White,Simple Assault
9/10/2020,2310,9/11/2020,2020,9,20129748,3D,1100 B/O U St NW,Gender Identity/Expression,,ADW
9/13/2020,1302,9/13/2020,2020,9,20130981,4D,5400 B/O Georgia Ave NW,Ethnicity/National Origin,Latino/Hispanic,Damage/Defacing/Destruction of Property
9/18/2020,1130,9/18/2020,2020,9,20133457,3D,1300 B/O Fairmont St NW,Sexual Orientation,,Threats
9/18/2020,2202,9/18/2020,2020,9,20133775,3D,2000 B/O Wyoming Ave NW,Ethnicity/National Origin,Jewish,Threats
9/23/2020,1921,9/23/2020,2020,9,20136153,7D,4200 B/O 4th ST SE,Gender Identity/Expression,,Threats
9/24/2020,1422,9/24/2020,2020,9,20136564,4D,6600 B/O 16th St NW,Race,Black,Simple Assault
9/26/2020,1959,9/26/2020,2020,9,20137693,1D,400 B/O H St NW,Race,Black,Simple Assault
9/27/2020,1440,9/27/2020,2020,9,20138100,4D,600 B/O Kennedy St NW,Gender Identity/Expression,,Simple Assault
9/27/2020,2225,9/27/2020,2020,9,20138274,3D,900 B/O U St NW,Sexual Orientation,,Simple Assault
9/29/2020,1208,9/29/2020,2020,9,20139106,1D,200 B/O L St SW,Sexual Orientation,,Threats
9/29/2020,1714,9/29/2020,2020,9,20139267,1D,600 B/O H St NW,Race,White,Threats
9/30/2020,1821,9/30/2020,2020,9,20139860,4D,5800 B/O 14th St NW,Ethnicity/National Origin,Latino/Hispanic,Simple Assault
10/1/2020,1629,10/1/2020,2020,10,20140286,2D,1400 B/O P St NW,Sexual Orientation,,Threats
10/4/2020,0905,10/4/2020,2020,10,20141735,7D,400 B/O Condon Ter SE,Gender Identity/Expression,,Simple Assault
10/3/2020,1630,10/5/2020,2020,10,20142177,2D,2500 B/O M St NW,Ethnicity/National Origin,Jewish,Displaying Symbols
10/5/2020,1232,10/5/2020,2020,10,20142314,5D,700 B/O 15th St NE,Ethnicity/National Origin,Black/African,ADW
10/7/2020,1657,10/7/2020,2020,10,20143489,4D,1900 B/O Upshur St NW,Race,Black,Threats
10/9/2020,0913,10/9/2020,2020,10,20144337,4D,1100 B/O Michigan Ave NE,Race,Black,Displaying Symbols
10/9/2020,1505,10/9/2020,2020,10,20144486,3D,1300 B/O Park Rd NW,Sexual Orientation,,Threats
6/6/2020,0000,10/12/2020,2020,10,20145997,3D,1300 B/O 13th St NW,Ethnicity/National Origin,Jewish,Simple Assault
10/3/2020,1130,10/13/2020,2020,10,20146671,5D,1800 B/O Kendall St NE,Gender Identity/Expression,,ADW
